,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Component 1,Component 2
196,Joe Harris,Forward,14,423,56,124,0.452,41,88,0.466,15,36,0.417,0.617,5,6,0.833,5,51,56,14,7,2,16,31,158,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,-2.8700324421928385,-0.6008663823408122
197,Tobias Harris,Forward,73,2543,493,1022,0.482,101,275,0.367,392,747,0.525,0.532,170,202,0.842,77,419,496,252,47,43,116,164,1257,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,4.9590552812287445,0.32983042020710274
198,Shaquille Harrison,Guard,2,23,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,,1,3,4,3,1,1,2,3,4,4.6,0.333,0.333,0.0,4.9,13.8,9.5,16.6,2.1,3.9,25.0,15.0,-3.752718517430461,-0.04249362988602259
199,Josh Hart,Guard,54,1791,287,569,0.504,73,213,0.343,214,356,0.601,0.569,160,211,0.758,62,326,388,224,61,13,114,150,807,16.1,0.61,0.374,0.371,3.7,20.7,12.0,18.9,1.7,0.7,14.7,18.6,2.974224631932044,-0.009342634565281805
200,Isaiah Hartenstein,Center,68,1216,229,366,0.626,14,30,0.467,215,336,0.64,0.645,91,132,0.689,117,215,332,160,50,77,84,167,563,22.0,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2.0,5.4,16.5,18.4,2.0843115629804543,2.623205280791365
201,Udonis Haslem,Center,13,83,14,31,0.452,1,4,0.25,13,27,0.481,0.468,3,3,1.0,4,21,25,4,1,1,5,15,32,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,-3.5194925983525644,-0.012110663789952354
202,Sam Hauser,Forward,26,158,23,50,0.46,19,44,0.432,4,6,0.667,0.65,0,0,,5,24,29,10,1,2,2,7,65,14.8,0.65,0.88,0.0,3.5,16.0,9.9,9.1,0.3,1.2,3.8,14.5,-3.3861998835427385,0.21319651243226304
203,Jaxson Hayes,Center,70,1398,245,398,0.616,20,57,0.351,225,341,0.66,0.641,144,188,0.766,115,200,315,43,33,55,54,155,654,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,1.7015561864197708,2.4145400272676443
204,Killian Hayes,Guard,66,1647,176,459,0.383,44,167,0.263,132,292,0.452,0.431,57,74,0.77,36,174,210,277,78,35,111,183,453,9.3,0.461,0.364,0.161,2.2,12.0,6.9,24.6,2.3,1.9,18.4,15.7,1.5017629682681208,-0.3433575067371754
205,Gordon Hayward,Forward,49,1564,283,617,0.459,86,220,0.391,197,397,0.496,0.528,126,149,0.846,38,186,224,177,47,22,81,85,778,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.5193482849053057,-0.7152088243947695
206,Aaron Henry,Forward,6,17,1,5,0.2,0,1,0.0,1,4,0.25,0.2,0,0,,0,1,1,0,0,2,2,2,2,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-3.8772285821534846,-0.6183086667761805
207,Juancho Hernangómez,Forward,40,445,44,106,0.415,24,69,0.348,20,37,0.541,0.528,19,34,0.559,28,72,100,20,14,10,16,25,131,11.5,0.542,0.651,0.321,7.0,17.1,12.2,6.0,1.6,2.0,11.7,13.4,-2.486450926640233,0.23067896042832675
208,Willy Hernangómez,Center,50,839,170,327,0.52,4,12,0.333,166,315,0.527,0.526,109,141,0.773,143,195,338,63,21,19,51,97,453,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,0.5323482145704308,1.9930075937784832
209,Tyler Herro,Guard,66,2151,501,1122,0.447,175,439,0.399,326,683,0.477,0.525,190,219,0.868,32,297,329,263,44,8,174,95,1367,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,4.394629914506148,-2.3890147807324746
210,Buddy Hield,Guard,81,2499,446,1098,0.406,262,716,0.366,184,382,0.482,0.526,111,127,0.874,66,287,353,229,73,25,153,184,1265,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,4.58631345898112,-2.83597944769424
211,Haywood Highsmith,Forward,19,163,16,46,0.348,9,28,0.321,7,18,0.389,0.446,2,5,0.4,10,16,26,6,2,3,3,13,43,7.0,0.446,0.609,0.109,7.1,10.9,9.0,5.1,0.6,1.9,5.9,14.0,-3.4851785383822618,-0.2693830577668701
212,George Hill,Guard,54,1253,118,275,0.429,41,134,0.306,77,141,0.546,0.504,57,62,0.919,38,117,155,120,42,6,41,70,334,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,-0.8228557297801093,-0.20823793390406184
213,Solomon Hill,Forward,13,139,3,20,0.15,2,13,0.154,1,7,0.143,0.2,0,0,,6,17,23,12,4,2,1,16,8,3.3,0.2,0.65,0.0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,-3.6855292983615358,-0.818814786985362
214,Nate Hinton,Guard,2,2,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,1,0,0,-45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.8,-4.015330870745691,-1.2383400188337585
215,Jaylen Hoard,Forward,7,240,44,90,0.489,9,25,0.36,35,65,0.538,0.539,6,14,0.429,30,54,84,17,6,5,8,14,103,18.0,0.536,0.278,0.156,12.7,23.5,18.0,11.6,1.2,1.9,7.7,18.7,-2.8931151058220155,0.38159030711207786
216,Aaron Holiday,Guard,63,1021,151,338,0.447,39,103,0.379,112,235,0.477,0.504,59,68,0.868,24,98,122,153,42,9,67,92,400,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,-0.46822964003488754,-0.5264528578793122
217,Jrue Holiday,Guard,67,2207,478,954,0.501,132,321,0.411,346,633,0.547,0.57,137,180,0.761,69,232,301,457,108,29,183,133,1225,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,5.063338203858244,-1.5727442633242432
218,Richaun Holmes,Center,45,1074,198,300,0.66,2,5,0.4,196,295,0.664,0.663,70,90,0.778,93,224,317,48,17,41,56,128,468,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,0.4787949366706537,2.3827885578653043
219,Scotty Hopson,Guard,1,18,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,0,1,1,1,0,0,2,1,4,0.1,0.5,0.25,0.0,0.0,5.8,2.9,8.1,0.0,0.0,33.3,14.4,-3.732990608775044,0.3235825018016534
220,Al Horford,Center,69,2005,266,569,0.467,89,265,0.336,177,304,0.582,0.546,80,95,0.842,108,422,530,232,49,92,65,130,701,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.1625535815194135,1.9388702242520433
221,Talen Horton-Tucker,Guard,60,1511,224,538,0.416,49,182,0.269,175,356,0.492,0.462,100,125,0.8,37,156,193,159,59,29,82,148,597,11.0,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,1.2710628933651604,-0.20995186215439005
222,Danuel House Jr.,Forward,42,727,80,198,0.404,44,117,0.376,36,81,0.444,0.515,44,58,0.759,18,93,111,44,21,17,33,51,248,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,-1.7081681595032863,-0.2964435874261676
223,Dwight Howard,Center,60,971,134,219,0.612,8,15,0.533,126,204,0.618,0.63,96,146,0.658,118,238,356,35,34,36,47,115,372,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5.0,1.7,3.3,14.2,14.6,0.5490435479565897,2.3666381826417933
224,Markus Howard,Guard,31,176,39,101,0.386,28,70,0.4,11,31,0.355,0.525,20,23,0.87,2,10,12,7,9,0,7,17,126,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0.0,5.9,29.4,-3.1876031206252766,-0.79538896503256
225,Kevin Huerter,Forward,74,2188,345,760,0.454,160,411,0.389,185,349,0.53,0.559,42,52,0.808,32,222,254,203,55,26,91,185,892,11.9,0.57,0.541,0.068,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,2.254558017060157,-1.3982907432876006
226,Jay Huff,Center,4,20,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,,1,3,4,1,1,1,1,1,0,0.6,0.0,0.667,0.0,5.4,16.1,10.8,5.9,2.4,4.5,25.0,8.6,-3.973413704941323,-1.2120617117258934
227,Feron Hunt,Forward,2,8,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,,1,0,1,1,1,0,1,1,0,-3.0,0.0,0.0,0.0,13.2,0.0,6.7,16.0,6.3,0.0,33.3,16.4,-3.9936061175626922,-1.2317985589624147
228,De'Andre Hunter,Forward,53,1577,254,575,0.442,74,195,0.379,180,380,0.474,0.506,127,166,0.765,26,150,176,68,36,21,69,155,709,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,1.0925858363501313,-0.4662298361683897
229,Chandler Hutchison,Forward,6,22,1,2,0.5,0,0,0.0,1,2,0.5,0.5,2,2,1.0,0,5,5,2,0,0,4,1,4,1.0,0.694,0.0,1.0,0.0,23.8,12.2,10.5,0.0,0.0,58.1,13.5,-3.7650191963296518,-0.06305902520530762
230,Bones Hyland,Guard,69,1310,230,571,0.403,131,358,0.366,99,213,0.465,0.518,107,125,0.856,14,174,188,191,41,20,86,153,698,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.3288108562677048,-1.650195210435589
231,Serge Ibaka,Center,54,877,148,296,0.5,37,99,0.374,111,197,0.563,0.563,32,44,0.727,62,188,250,49,11,33,43,102,365,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12.0,17.8,-0.506319253052159,1.1574435958058669
232,Andre Iguodala,Forward,31,603,46,121,0.38,17,74,0.23,29,47,0.617,0.45,15,20,0.75,21,79,100,114,27,22,28,34,124,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,-2.002953599836089,0.35244603448274325
233,Joe Ingles,Forward,45,1122,115,285,0.404,78,225,0.347,37,60,0.617,0.54,17,22,0.773,12,119,131,158,23,5,46,82,325,10.0,0.551,0.789,0.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,-1.1193683881443326,-0.7714659884147869
234,Brandon Ingram,Forward,55,1869,453,983,0.461,74,226,0.327,379,757,0.501,0.498,266,322,0.826,35,285,320,307,34,26,151,119,1246,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,4.501462058867965,-0.8141809837381717
235,Kyrie Irving,Guard,29,1091,289,616,0.469,100,239,0.418,189,377,0.501,0.55,118,129,0.915,16,111,127,167,41,17,73,81,796,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,0.9363369888788585,-1.3125253050075787
236,Wes Iwundu,Forward,3,82,8,18,0.444,3,5,0.6,5,13,0.385,0.528,3,4,0.75,3,10,13,0,1,0,1,8,22,7.1,0.557,0.278,0.222,4.0,13.3,8.7,0.0,0.6,0.0,4.8,11.1,-3.6971681270198253,-0.3056470251248893
237,Frank Jackson,Guard,53,1164,194,483,0.402,86,279,0.308,108,204,0.529,0.491,86,104,0.827,19,68,87,55,27,9,38,89,560,10.6,0.53,0.578,0.215,1.7,6.7,4.0,7.6,1.1,0.7,6.7,20.9,-0.4478307631104526,-1.0488852723725823
238,Isaiah Jackson,Forward,36,541,116,206,0.563,5,16,0.313,111,190,0.584,0.575,60,88,0.682,60,89,149,10,25,52,40,92,297,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,-0.7927875534352122,1.6451376282862897
239,Jaren Jackson Jr.,Forward,78,2126,430,1036,0.415,128,401,0.319,302,635,0.476,0.477,284,345,0.823,119,335,454,86,73,177,130,272,1272,17.0,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,7.015856935023701,2.3464857245529167
240,Josh Jackson,Forward,51,830,120,300,0.4,33,130,0.254,87,170,0.512,0.455,55,77,0.714,21,120,141,54,26,22,47,88,328,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10.0,1.5,2.4,12.3,19.7,-0.9043554085095733,0.07202828001257118
241,Justin Jackson,Forward,7,37,5,15,0.333,3,9,0.333,2,6,0.333,0.433,2,2,1.0,1,6,7,2,0,0,1,3,15,7.7,0.472,0.6,0.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,-3.7903360128469754,-0.476220371608426
242,Reggie Jackson,Guard,75,2337,479,1222,0.392,167,512,0.326,312,710,0.439,0.46,138,163,0.847,39,232,271,359,55,15,173,159,1263,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,4.5128111837243505,-2.6502471183733793
243,LeBron James,Forward,56,2084,640,1221,0.524,161,448,0.359,479,773,0.62,0.59,254,336,0.756,63,396,459,349,73,59,196,121,1695,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,7.149502788446823,-0.9131507617811745
244,DaQuan Jeffries,Guard,3,9,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,2,2,1,0,0,0,1,2,8.4,0.5,0.5,0.0,0.0,23.8,11.6,14.0,0.0,0.0,0.0,9.1,-3.617226480202813,1.1120457497681775
245,Ty Jerome,Guard,48,801,124,328,0.378,54,186,0.29,70,142,0.493,0.46,38,47,0.809,19,59,78,109,30,5,37,73,340,11.3,0.488,0.567,0.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,-1.2853104049120847,-0.8346494721241599
246,Isaiah Joe,Guard,55,609,62,177,0.35,45,135,0.333,17,42,0.405,0.477,29,31,0.935,6,50,56,35,14,3,19,47,198,7.7,0.519,0.763,0.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,-2.4287124755707197,-0.824114077460486
247,Alize Johnson,Forward,23,167,17,39,0.436,0,4,0.0,17,35,0.486,0.436,7,12,0.583,28,33,61,9,5,0,12,18,41,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,-3.2055019063294417,0.23658533425468592
248,B.J. Johnson,Forward,4,65,11,25,0.44,4,10,0.4,7,15,0.467,0.52,0,0,,6,9,15,0,0,1,0,4,26,12.1,0.52,0.4,0.0,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,-3.674750032076702,-0.08539689317128593
249,Cameron Johnson,Forward,66,1730,279,607,0.46,166,391,0.425,113,216,0.523,0.596,98,114,0.86,42,231,273,99,57,16,47,113,822,15.2,0.625,0.644,0.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,1.4856155204102868,-1.3190821262062022
250,Jalen Johnson,Forward,22,120,22,41,0.537,3,13,0.231,19,28,0.679,0.573,5,7,0.714,2,24,26,3,3,2,9,9,52,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,-3.3625607274928826,0.39152035614128333
251,James Johnson,Forward,62,1191,144,307,0.469,23,85,0.271,121,222,0.545,0.507,29,55,0.527,51,164,215,130,30,34,48,162,340,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,-0.048901972234421706,0.9487314301478512
252,Joe Johnson,Guard,1,2,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2,38.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-3.631841717419707,1.1092381694726416
253,Keldon Johnson,Forward,75,2392,471,1011,0.466,159,399,0.398,312,612,0.51,0.545,177,234,0.756,80,377,457,158,58,14,92,148,1278,15.2,0.574,0.395,0.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,4.434639788726473,-0.8295092658735893
254,Keon Johnson,Guard,37,697,96,272,0.353,34,100,0.34,62,172,0.36,0.415,41,51,0.804,24,57,81,76,28,12,46,69,267,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,-1.5088997173602448,-0.5841611253984513
255,Stanley Johnson,Forward,48,1094,117,251,0.466,33,105,0.314,84,146,0.575,0.532,53,74,0.716,34,121,155,80,43,14,35,109,320,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,-0.7279531098604954,0.24277160068815096
256,Tyler Johnson,Guard,6,91,6,20,0.3,5,13,0.385,1,7,0.143,0.425,0,0,,3,9,12,7,3,3,2,7,17,7.1,0.425,0.65,0.0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,-3.757476684555493,-0.8825580231157131
257,Nikola Jokić,Center,74,2476,764,1311,0.583,97,288,0.337,667,1023,0.652,0.62,379,468,0.81,206,813,1019,584,109,63,281,191,2004,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,12.150733610653322,1.9359824810070365
258,Carlik Jones,Guard,5,23,1,9,0.111,0,1,0.0,1,8,0.125,0.111,2,2,1.0,1,2,3,5,1,0,3,0,4,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,-3.899985242845598,-0.9519022345119428
259,Damian Jones,Center,56,1017,175,266,0.658,10,29,0.345,165,237,0.696,0.677,94,131,0.718,75,171,246,69,26,47,59,130,454,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,0.4868763524154861,1.9991763851998545
260,Derrick Jones Jr.,Forward,51,899,105,195,0.538,20,61,0.328,85,134,0.634,0.59,56,70,0.8,60,109,169,30,25,33,30,105,286,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,-0.8930663968176269,1.301484325693118
261,Herbert Jones,Forward,78,2335,274,576,0.476,57,169,0.337,217,407,0.533,0.525,137,163,0.84,98,198,296,167,130,60,100,238,742,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,3.597719826182075,0.9055580095333261
262,Jemerrio Jones,Forward,2,15,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,,2,1,3,0,1,0,0,2,4,14.8,0.667,0.0,0.0,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,-3.7224630978275233,0.35151074361878487
263,Kai Jones,Center,21,63,9,14,0.643,1,2,0.5,8,12,0.667,0.679,3,8,0.375,3,8,11,4,1,2,6,8,22,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,-3.5416117339643853,0.38549964243332324
264,Mason Jones,Guard,4,51,7,15,0.467,1,4,0.25,6,11,0.545,0.5,12,15,0.8,1,9,10,4,2,0,1,8,27,17.8,0.625,0.267,1.0,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,-3.583465123712841,0.0415940043369283
265,Tre Jones,Guard,69,1148,166,339,0.49,10,51,0.196,156,288,0.542,0.504,71,91,0.78,29,126,155,233,42,7,46,78,413,15.0,0.545,0.15,0.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,-0.23641960389888853,-0.08195450988015157
266,Tyus Jones,Guard,73,1549,249,552,0.451,80,205,0.39,169,347,0.487,0.524,54,66,0.818,17,159,176,324,66,2,46,32,632,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,0.532967568738142,-1.5527983048276603
267,DeAndre Jordan,Center,48,622,92,143,0.643,0,0,0.0,92,143,0.643,0.643,22,40,0.55,83,181,264,21,12,35,37,71,206,17.2,0.641,0.0,0.28,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,-1.0898361306951563,2.1274926586110254
268,Cory Joseph,Guard,65,1600,178,400,0.445,65,157,0.414,113,243,0.465,0.526,100,113,0.885,29,145,174,237,42,17,85,147,521,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,0.7649432865855353,-0.7280460247478754
269,Georgios Kalaitzakis,Forward,13,214,31,67,0.463,10,26,0.385,21,41,0.512,0.537,14,30,0.467,6,15,21,12,11,2,20,19,86,8.6,0.536,0.388,0.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,-3.082885818283231,-0.13449213245771308
270,Frank Kaminsky,Center,9,181,36,66,0.545,5,15,0.333,31,51,0.608,0.583,18,20,0.9,11,30,41,13,8,7,5,14,95,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,-3.049158715688256,0.3609987266900031
271,Luke Kennard,Guard,70,1919,287,639,0.449,190,423,0.449,97,216,0.449,0.598,69,77,0.896,20,209,229,146,42,6,60,101,833,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,1.073180636889276,-2.257108510477854
272,Braxton Key,Forward,11,197,33,72,0.458,6,21,0.286,27,51,0.529,0.5,7,13,0.538,13,37,50,11,10,11,11,26,79,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,-2.9760365131470854,0.27399816900069174
273,George King,Forward,4,19,0,5,0.0,0,4,0.0,0,1,0.0,0.0,1,2,0.5,0,5,5,0,0,0,1,4,1,-12.3,0.085,0.8,0.4,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,-3.9669727249568383,-1.2289126427528008
274,Louis King,Forward,10,104,15,47,0.319,8,27,0.296,7,20,0.35,0.404,7,10,0.7,0,12,12,9,2,1,0,14,45,8.1,0.438,0.574,0.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,-3.562619426265079,-0.5030708839671201
275,Corey Kispert,Forward,77,1801,234,514,0.455,112,320,0.35,122,194,0.629,0.564,54,62,0.871,53,156,209,85,35,22,50,93,634,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,0.4084488274677596,-0.36780890454783943
276,Maxi Kleber,Forward,59,1450,141,354,0.398,83,255,0.325,58,99,0.586,0.516,46,65,0.708,70,280,350,68,30,58,47,137,411,11.0,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,0.6987645173377163,1.1647052798563189
277,Brandon Knight,Guard,5,65,10,25,0.4,4,17,0.235,6,8,0.75,0.48,8,8,1.0,0,8,8,8,1,0,4,5,32,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,-3.514176169836326,0.4438742604492334
278,Nathan Knight,Forward,37,267,45,88,0.511,4,13,0.308,41,75,0.547,0.534,44,60,0.733,32,53,85,22,7,8,18,42,138,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,-2.4268068639689733,0.502741428865927
279,Kevin Knox,Forward,30,222,31,85,0.365,15,54,0.278,16,31,0.516,0.453,16,22,0.727,14,30,44,10,4,2,7,19,93,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,-3.094463219982577,-0.04682833375233434
280,John Konchar,Guard,72,1292,135,262,0.515,52,126,0.413,83,136,0.61,0.615,27,49,0.551,87,242,329,109,45,22,29,90,349,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,-0.01357976203890584,1.1042074149878565
281,Furkan Korkmaz,Guard,67,1414,182,470,0.387,77,266,0.289,105,204,0.515,0.469,68,84,0.81,22,153,175,127,33,9,48,58,509,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,-0.21031789656227687,-0.9284247567119748
282,Luke Kornet,Center,15,103,13,27,0.481,0,5,0.0,13,22,0.591,0.481,4,6,0.667,13,16,29,9,3,3,0,9,30,16.6,0.506,0.185,0.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,-3.45094086386528,0.3478004882315453
283,Vit Krejci,Guard,30,690,68,167,0.407,32,98,0.327,36,69,0.522,0.503,19,22,0.864,18,83,101,57,19,8,29,65,187,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,-2.024946355358393,-0.10769613738477302
284,Jonathan Kuminga,Forward,70,1185,236,460,0.513,50,149,0.336,186,311,0.598,0.567,130,190,0.684,54,180,234,64,31,22,74,146,652,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.1564735287618761,0.5090621045796817
285,Kyle Kuzma,Forward,66,2204,423,936,0.452,128,375,0.341,295,561,0.526,0.52,156,219,0.712,70,491,561,233,42,57,169,128,1130,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,5.015538272072977,0.1444851064474151
286,Jock Landale,Center,54,589,101,204,0.495,29,89,0.326,72,115,0.626,0.566,34,41,0.829,63,75,138,45,10,14,31,53,265,16.0,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,-1.6077576390848474,0.7407375462121389
287,Romeo Langford,Guard,48,771,83,191,0.435,29,85,0.341,54,106,0.509,0.51,23,42,0.548,30,78,108,21,22,16,16,47,218,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,-1.964456411680215,0.2082947225813779
288,Zach LaVine,Guard,67,2328,565,1186,0.476,185,475,0.389,380,711,0.534,0.554,320,375,0.853,22,286,308,303,41,23,171,120,1635,20.0,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,5.7846291641939525,-2.482665750868789
289,Jake Layman,Forward,34,231,30,73,0.411,8,35,0.229,22,38,0.579,0.466,13,18,0.722,6,30,36,9,7,5,10,12,81,9.0,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-3.132747349813307,0.1397725453515839
290,Damion Lee,Guard,63,1256,169,383,0.441,63,187,0.337,106,196,0.541,0.523,66,75,0.88,27,176,203,63,39,6,38,95,467,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,-0.3055975543068113,-0.31339719052021486
291,Saben Lee,Guard,37,604,69,177,0.39,14,60,0.233,55,117,0.47,0.429,56,71,0.789,18,69,87,107,36,12,36,44,208,13.8,0.499,0.339,0.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,-1.6254555132691424,-0.2302227421440656
292,Alex Len,Center,39,620,94,176,0.534,6,21,0.286,88,155,0.568,0.551,41,63,0.651,52,109,161,45,13,25,43,100,235,13.1,0.577,0.119,0.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,-1.2237037161656985,1.1278086374525818
293,Caris LeVert,Guard,58,1781,379,854,0.444,82,256,0.32,297,598,0.497,0.492,146,193,0.756,43,171,214,248,51,23,108,131,986,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,2.820569822075762,-0.9224460283081473
294,Kira Lewis Jr.,Guard,24,341,59,146,0.404,13,58,0.224,46,88,0.523,0.449,10,12,0.833,9,30,39,49,11,1,26,17,141,9.8,0.466,0.397,0.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,-2.7752190442799396,-0.23910111125531797
